code,name,lat,lon,demand_factor
MLM,"General Francisco J. Mujica International Airport (Morelia, MX)",19.849899,-101.025002,1.3
MTT,"Minatitlán/Coatzacoalcos International Airport (Cosoleacaque, MX)",18.103399,-94.580704,1.0
LOV,"Monclova International Airport (Monclova, MX)",26.9557,-101.470001,1.0
MEX,"Mexico City Benito Juárez International Airport (Mexico City, MX)",19.435822,-99.07033,1.3
MTY,"Monterrey International Airport (Monterrey, MX)",25.778521,-100.106989,1.3
MZT,"General Rafael Buelna International Airport (Mazatlàn, MX)",23.162823,-106.264517,1.3
NOG,"Nogales International Airport (Nogales, MX)",31.225756,-110.976934,1.0
NLD,"Quetzalcóatl International Airport (Nuevo Laredo, MX)",27.443899,-99.570503,1.0
OAX,"Xoxocotlán International Airport (Oaxaca, MX)",16.998773,-96.726092,1.3
PAZ,"El Tajín National Airport (Poza Rica, MX)",20.6026992798,-97.46080017090001,1.0
PBC,"Hermanos Serdán International Airport (Puebla, MX)",19.158465,-98.371582,1.3
PDS,"Piedras Negras International Airport (Piedras Negras, MX)",28.627873,-100.53524,1.0
UPN,"Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport (Uruapan, MX)",19.3967,-102.039001,1.0
PVR,"Puerto Vallarta International Airport (Puerto Vallarta, MX)",20.679913,-105.254391,1.3
PXM,"Puerto Escondido International Airport (Puerto Escondido, MX)",15.876808,-97.0891,1.0
QRO,"Querétaro Intercontinental Airport (Querétaro, MX)",20.618779,-100.186449,1.3
REX,"General Lucio Blanco International Airport (Reynosa, MX)",26.0089,-98.2285,1.0
SJD,"Los Cabos International Airport (San José del Cabo, MX)",23.151919,-109.720731,1.3
CSW,"Cabo San Lucas International Airport (Cabo San Lucas, MX)",22.949072,-109.939479,1.0
NLU,"Felipe Ángeles International Airport (Mexico City, MX)",19.743824,-99.01507,1.3
SLP,"Ponciano Arriaga International Airport (San Luis Potosí, MX)",22.262026,-100.935692,1.0
TRC,"Francisco Sarabia Tinoco International Airport (Torreón, MX)",25.562265,-103.404608,1.0
TGZ,"Angel Albino Corzo International Airport (Tuxtla Gutiérrez, MX)",16.561611,-93.025731,1.0
TIJ,"General Abelardo L. Rodriguez International Airport (Tijuana, MX)",32.541043,-116.969976,1.3
TQO,"Felipe Carrillo Puerto International Airport Tulum (Tulum, MX)",20.172098,-87.660272,1.3
TAM,"General Francisco Javier Mina International Airport (Ciudad Madero, MX)",22.292622,-97.867058,1.0
TLC,"Adolfo López Mateos International Airport (Toluca, MX)",19.3369,-99.56583,1.3
TAP,"Tapachula International Airport (Tapachula, MX)",14.794549,-92.369871,1.0
CUN,"Cancún International Airport (Cancún, MX)",21.040817,-86.87347,1.3
VSA,"Carlos Rovirosa Pérez International Airport (Villahermosa, MX)",17.994283,-92.818199,1.3
VER,"General Heriberto Jara International Airport (Veracruz, MX)",19.139589,-96.188602,1.3
ZCL,"General Leobardo C. Ruiz International Airport (Zacatecas, MX)",22.894942,-102.687154,1.0
ZIH,"Ixtapa-Zihuatanejo International Airport (Ixtapa, MX)",17.601771,-101.460629,1.3
ZLO,"Playa de Oro International Airport (Manzanillo, MX)",19.1448,-104.558998,1.0
BEF,"Bluefields Airport (Bluefields, NI)",11.991,-83.774101,1.0
MGA,"Augusto C. Sandino (Managua) International Airport (Managua, NI)",12.1415,-86.168198,1.3
PUZ,"Puerto Cabezas Airport (Puerto Cabezas, NI)",14.047200202941895,-83.38670349121094,1.0
BOC,"Bocas del Toro ""Isla Colón"" International Airport (Isla Colón, PA)",9.34085,-82.250801,1.0
CTD,"Alonso Valderrama Airport (Chitré, PA)",7.98784,-80.409837,1.0
CHX,"Changuinola Captain Manuel Niño International Airport (Changuinola, PA)",9.458962,-82.515062,1.0
DAV,"Enrique Malek International Airport (David, PA)",8.388983,-82.436425,1.0
ONX,"Enrique Adolfo Jimenez Airport (Colón, PA)",9.35664,-79.867401,1.0
PAC,"Marcos A. Gelabert International Airport (Albrook, PA)",8.97334,-79.555603,1.0
SYP,"Ruben Cantu Airport (Santiago, PA)",8.085599899291992,-80.94529724121094,1.0
PTY,"Tocumen International Airport (Tocumen, PA)",9.07136,-79.383499,1.3
FON,"La Fortuna Arenal Airport (La Fortuna, CR)",10.469311,-84.579073,1.0
BAI,"Buenos Aires Airport (Punta Arenas, CR)",9.163949,-83.330171,1.0
BCL,"Barra del Colorado Airport (Pococi, CR)",10.7687,-83.585602,1.0
OTR,"Coto 47 Airport (Corredores, CR)",8.60156,-82.968754,1.0
GLF,"Golfito Airport (Golfito, CR)",8.65401,-83.182198,1.0
GPL,"Guapiles Airport (Pococi, CR)",10.2172002792,-83.79699707030001,1.0
LIR,"Daniel Oduber Quirós International Airport (Liberia, CR)",10.5933,-85.544403,1.3
LSL,"Los Chiles Airport (Los Chiles, CR)",11.0353,-84.7061,1.0
LIO,"Limón International Airport (Limón, CR)",9.95796,-83.022003,1.0
NOB,"Nosara Airport (Nicoya, CR)",9.976490020750001,-85.65299987790002,1.0
SJO,"Juan Santamaría International Airport (San José (Alajuela), CR)",9.99386,-84.208801,1.3
PJM,"Puerto Jimenez Airport (Puerto Jimenez, CR)",8.533329963684082,-83.30000305175781,1.0
PMZ,"Palmar Sur Airport (Palmar Sur, CR)",8.95103,-83.468597,1.0
SYQ,"Tobías Bolaños International Airport (San Jose, CR)",9.95705,-84.139801,1.0
XQP,"Quepos Managua Airport (Quepos, CR)",9.44316,-84.129799,1.0
UPL,"Upala Airport (Upala, CR)",10.8922,-85.016197,1.0
SAL,"El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez (San Salvador (San Luis Talpa), SV)",13.44447,-89.055784,1.3
ILS,"Ilopango International Airport (San Salvador, SV)",13.6995,-89.119904,1.0
CYA,"Antoine-Simon International Airport (Les Cayes, HT)",18.271099,-73.7883,1.0
CAP,"Cap Haitien International Airport (Cap Haitien, HT)",19.725547,-72.20071,1.3
JAK,"Jacmel Airport (Jacmel, HT)",18.2411,-72.518501,1.0
JEE,"Jérémie Airport (Carrefour Sanon, HT)",18.663099,-74.170303,1.0
PAP,"Toussaint Louverture International Airport (Port-au-Prince, HT)",18.580023,-72.292596,1.3
PAX,"Port-de-Paix Airport (Port-de-Paix, HT)",19.934045,-72.84801,1.0
BCA,"Gustavo Rizo Airport (Baracoa, CU)",20.365299224853516,-74.5062026977539,1.0
BYM,"Carlos Manuel de Cespedes Airport (Bayamo, CU)",20.3964,-76.621399,1.0
AVI,"Máximo Gómez Airport (Ciro Redondo, CU)",22.0271,-78.789597,1.0
CCC,"Jardines Del Rey Airport (Cayo Coco, CU)",22.461000442499998,-78.32839965820001,1.0
CFG,"Jaime Gonzalez Airport (Cienfuegos, CU)",22.149999618530273,-80.41419982910156,1.0
CYO,"Vilo Acuña International Airport (Cayo Largo del Sur, CU)",21.6165008545,-81.5459976196,1.0
CMW,"Ignacio Agramonte International Airport (Camaguey, CU)",21.419909,-77.848039,1.3
SCU,"Antonio Maceo International Airport (Santiago, CU)",19.97474,-75.835504,1.3
NBW,"Leeward Point Field (Guantanamo Bay Naval Station, CU)",19.9065,-75.2071,1.0
GAO,"Mariana Grajales Airport (Guantánamo, CU)",20.0853,-75.158302,1.0
HAV,"José Martí International Airport (Havana, CU)",22.989200592041016,-82.40910339355469,1.3
HOG,"Frank Pais International Airport (Holguin, CU)",20.785148,-76.315526,1.3
VRO,"Kawama Airport (Santa Marta, CU)",23.124001,-81.301598,1.0
MOA,"Orestes Acosta Airport (Moa, CU)",20.653900146484375,-74.92220306396484,1.0
MZO,"Sierra Maestra International Airport (Manzanillo, CU)",20.288605,-77.087545,1.0
GER,"Rafael Cabrera Airport (Nueva Gerona, CU)",21.834699630737305,-82.78379821777344,1.0
UPB,"Playa Baracoa Airport (Havana, CU)",23.032801,-82.579399,1.0
SNU,"Abel Santamaria International Airport (Santa Clara, CU)",22.492215,-79.943119,1.3
SNJ,"San Julián Air Base (Sandino, CU)",22.100525,-84.157376,1.0
SZJ,"Siguanea Airport (Isla de la Juventud, CU)",21.6425,-82.955101,1.0
TND,"Alberto Delgado Airport (Trinidad, CU)",21.7883,-79.9972,1.0
VRA,"Juan Gualberto Gomez International Airport (Matanzas, CU)",23.034401,-81.435303,1.3
VTU,"Hermanos Ameijeiras Airport (Las Tunas, CU)",20.9876,-76.935799,1.0
CYB,"Charles Kirkconnell International Airport (West End, KY)",19.687,-79.882797,1.0
LYB,"Edward Bodden Little Cayman Airfield (Blossom Village, KY)",19.660161,-80.088826,1.0
GCM,"Owen Roberts International Airport (George Town, KY)",19.292801,-81.357697,1.3
MAY,"Clarence A. Bain Airport (Mangrove Cay, BS)",24.287701,-77.684601,1.0
ASD,"Andros Town Airport (Andros Town, BS)",24.697901,-77.795601,1.0
TZN,"Congo Town Airport (Andros, BS)",24.158701,-77.589798,1.0
MHH,"Leonard M. Thompson International Airport (Marsh Harbour, BS)",26.510711,-77.084262,1.0
SAQ,"San Andros Airport (Andros Island, BS)",25.053800582885742,-78.04900360107422,1.0
AXP,"Spring Point Airport (Spring Point, BS)",22.441799,-73.970901,1.0
TCB,"Treasure Cay Airport (Treasure Cay, BS)",26.745300293,-77.3912963867,1.0
CCZ,"Chub Cay Airport (Chub Cay, BS)",25.417101,-77.880898,1.0
GHC,"Great Harbour Cay Airport (Bullocks Harbour, BS)",25.7383,-77.840103,1.0
BIM,"South Bimini Airport (South Bimini, BS)",25.6998996735,-79.2647018433,1.0
ATC,"Arthur's Town Airport (Arthur's Town, BS)",24.6294,-75.673797,1.0
TBI,"New Bight Airport (Cat Island, BS)",24.3153,-75.452301,1.0
CRI,"Colonel Hill Airport (Colonel Hill, BS)",22.7456,-74.182404,1.0
GGT,"Exuma International Airport (Moss Town, BS)",23.562599,-75.877998,1.0
ELH,"North Eleuthera Airport (North Eleuthera, BS)",25.475823,-76.680784,1.0
GHB,"Governor's Harbour Airport (Governor's Harbour, BS)",25.2847,-76.331001,1.0
NMC,"Normans Cay Airport (Normans Cay, BS)",24.594299,-76.820198,1.0
RSD,"Rock Sound International Airport (Rock Sound, BS)",24.89165,-76.177602,1.0
TYM,"Staniel Cay Airport (Staniel Cay, BS)",24.1691,-76.439102,1.0
FPO,"Grand Bahama International Airport (Freeport, BS)",26.557996,-78.695583,1.3
IGA,"Inagua Airport (Matthew Town, BS)",20.975,-73.666901,1.0
LGI,"Deadman's Cay Airport (Deadman's Cay, BS)",23.1790008545,-75.09359741210001,1.0
SML,"Stella Maris Airport (Stella Maris, BS)",23.582317,-75.268621,1.0
MYG,"Mayaguana Airport (Abraham Bay Settlement, BS)",22.379499,-73.013494,1.0
NAS,"Lynden Pindling International Airport (Nassau, BS)",25.039,-77.466202,1.3
DCT,"Duncan Town Airport (Duncan Town, BS)",22.181801,-75.7295,1.0
ZSA,"San Salvador International Airport (San Salvador, BS)",24.063041,-74.523233,1.3
BZE,"Philip S. W. Goldson International Airport (Belize City, BZ)",17.539951,-88.303556,1.3
PLJ,"Placencia Airport (Placencia, BZ)",16.536957,-88.361511,1.0
RAR,"Rarotonga International Airport (Avarua, CK)",-21.2027,-159.806,1.3
NAN,"Nadi International Airport (Nadi, FJ)",-17.761822,177.437843,1.3
SUV,"Nausori International Airport (Nausori, FJ)",-18.044226,178.561486,1.3
LBS,"Labasa Airport (Labasa, FJ)",-16.4667,179.339996,1.0
TBU,"Fua'amotu International Airport (Nuku'alofa, TO)",-21.241438,-175.149164,1.3
HPA,"Lifuka Island Airport (Lifuka, TO)",-19.777000427246094,-174.34100341796875,1.0
VAV,"Vava'u International Airport (Vava'u Island, TO)",-18.5853,-173.962006,1.3
PHG,"Port Harcourt City Airport / Port Harcourt Air Force Base (Port Harcourt, NG)",4.846111,7.021389,1.0
FUN,"Funafuti International Airport (Funafuti, TV)",-8.523885,179.196976,1.0
TRW,"Bonriki International Airport (South Tarawa, KI)",1.38164,173.147003,1.3
TBF,"Tabiteuea North Airport (, KI)",-1.22447,174.776001,1.0
IUE,"Niue International Airport (Alofi, NU)",-19.080109,-169.923493,1.0
NLH,"Ninglang Luguhu Airport (Ninglang, CN)",27.5403,100.7593,1.0
WLS,"Hihifo Airport (Wallis Island, WF)",-13.239445,-176.19865,1.3
PHH,"Pokhara International Airport (Pokhara, NP)",28.1838,84.0147,1.3
APW,"Faleolo International Airport (Apia, WS)",-13.83,-172.007996,1.3
PPG,"Pago Pago International Airport (Pago Pago, AS)",-14.331,-170.710007,1.3
PPT,"Fa'a'ā International Airport (Papeete, PF)",-17.553472,-149.606936,1.3
RUR,"Rurutu Airport (, PF)",-22.434099197387695,-151.36099243164062,1.0
TUB,"Tubuai Airport (, PF)",-23.365400314331055,-149.5240020751953,1.0
AAA,"Anaa Airport (Anaa, PF)",-17.3526,-145.509995,1.0
FGU,"Fangatau Airport (Fangatau, PF)",-15.820044,-140.888071,1.0
TIH,"Tikehau Airport (Tuherahera, PF)",-15.1196,-148.231003,1.0
REA,"Reao Airport (Reao, PF)",-18.46652,-136.43855,1.0
FAV,"Fakarava Airport (, PF)",-16.054100036621094,-145.65699768066406,1.0
XMH,"Manihi Airport (, PF)",-14.436800003051758,-146.07000732421875,1.0
GMR,"Totegegie Airport (, PF)",-23.07990074157715,-134.88999938964844,1.0
KKR,"Kaukura Airport (Raitahiti, PF)",-15.6633,-146.884995,1.0
MKP,"Makemo Airport (Makemo, PF)",-16.5839,-143.658005,1.0
TKP,"Takapoto Airport (, PF)",-14.709500312805176,-145.24600219726562,1.0
AXR,"Arutua Airport (, PF)",-15.248299598693848,-146.61700439453125,1.0
MVT,"Mataiva Airport (, PF)",-14.8681001663208,-148.7169952392578,1.0
AHE,"Ahe Airport (Ahe Atoll, PF)",-14.428099632263184,-146.2570037841797,1.0
TKX,"Takaroa Airport (, PF)",-14.45580005645752,-145.02499389648438,1.0
NHV,"Nuku Hiva Airport (Nuku Hiva, PF)",-8.7956,-140.229004,1.0
AUQ,"Hiva Oa-Atuona Airport (Hiva Oa Island, PF)",-9.76879024506,-139.011001587,1.0
BOB,"Bora Bora Airport (Motu Mute, PF)",-16.444400787353516,-151.75100708007812,1.0
RGI,"Rangiroa Airport (, PF)",-14.954299926757812,-147.66099548339844,1.0
HUH,"Huahine-Fare Airport (Fare, PF)",-16.687084,-151.021593,1.0
MOZ,"Moorea Temae Airport (Moorea-Maiao, PF)",-17.48979,-149.761777,1.0
HOI,"Hao Airport (Otepa, PF)",-18.0748,-140.945999,1.0
MAU,"Maupiti Airport (, PF)",-16.42650032043457,-152.24400329589844,1.0
RFP,"Raiatea Airport (Uturoa, PF)",-16.7229,-151.466003,1.0
ZGU,"Gaua Island Airport (Gaua Island, VU)",-14.2181,167.587006,1.0
SON,"Santo Pekoa International Airport (Luganville, VU)",-15.505000114399998,167.220001221,1.0
VLI,"Bauerfield International Airport (Port Vila, VU)",-17.699301,168.320007,1.3
TAH,"Whitegrass Airport (Tanna Island, VU)",-19.455099,169.223999,1.0
TGJ,"Tiga Airport (Tiga, NC)",-21.096407,167.80379,1.0
KNQ,"Koné Airport (Koné, NC)",-21.053551,164.838768,1.0
ILP,"Île des Pins Airport (Île des Pins, NC)",-22.5889,167.455994,1.0
LIF,"Lifou Airport (Lifou, NC)",-20.774563,167.239328,1.0
GEA,"Nouméa Magenta Airport (Nouméa, NC)",-22.257706,166.472822,1.0
MEE,"Maré Airport (Maré, NC)",-21.482438,168.038465,1.0
TOU,"Touho Airport (Touho, NC)",-20.790127,165.259524,1.0
UVE,"Ouvéa Airport (Ouvéa, NC)",-20.640932,166.573024,1.0
NOU,"La Tontouta International Airport (Nouméa (La Tontouta), NC)",-22.014601,166.212997,1.3
AKL,"Auckland International Airport (Auckland, NZ)",-37.01199,174.786331,1.3
TUO,"Taupo Airport (Taupo, NZ)",-38.73970031738281,176.08399963378906,1.0
AMZ,"Ardmore Airport (Manurewa, NZ)",-37.029701232910156,174.97300720214844,1.0
CHC,"Christchurch International Airport (Christchurch, NZ)",-43.489029,172.532065,1.3
CHT,"Inia William Tuuta Memorial Airport (Te One, NZ)",-43.81189,-176.46514,1.0
DUD,"Dunedin International Airport (Dunedin, NZ)",-45.929017,170.197758,1.0
GIS,"Gisborne Airport (Gisborne, NZ)",-38.6633,177.977997,1.0
GTN,"Glentanner Airport (Glentanner Station, NZ)",-43.906700134277344,170.1280059814453,1.0
HKK,"Hokitika Airfield (, NZ)",-42.713600158691406,170.98500061035156,1.0
HLZ,"Hamilton International Airport (Hamilton, NZ)",-37.866961,175.331952,1.0
KKE,"Kerikeri Airport (Kerikeri, NZ)",-35.259148,173.913317,1.0
KAT,"Kaitaia Airport (Awanui, NZ)",-35.069837,173.287053,1.0
ALR,"Alexandra Aerodrome (Alexandra, NZ)",-45.210495,169.371113,1.0
MON,"Mount Cook Airport (, NZ)",-43.764999,170.132996,1.0
TEU,"Manapouri Airport (, NZ)",-45.5331,167.649994,1.0
MRO,"Hood Airport (Masterton, NZ)",-40.974634,175.63454,1.0
NPL,"New Plymouth Airport (New Plymouth, NZ)",-39.00859832763672,174.1790008544922,1.0
NPE,"Hawke's Bay Airport (Napier, NZ)",-39.465801,176.869995,1.0
NSN,"Nelson Airport (Nelson, NZ)",-41.298302,173.220993,1.0
IVC,"Invercargill Airport (Invercargill, NZ)",-46.41239929199219,168.31300354003906,1.0
OHA,"RNZAF Base Ohakea (, NZ)",-40.20600128173828,175.38800048828125,1.0
OAM,"Oamaru Airport (, NZ)",-44.970001,171.082001,1.0
PMR,"Palmerston North Airport (Palmerston North, NZ)",-40.320599,175.617004,1.0
PPQ,"Paraparaumu Airport (, NZ)",-40.904701232910156,174.98899841308594,1.0
ZQN,"Queenstown Airport (Queenstown, NZ)",-45.019205,168.746379,1.3
ROT,"Rotorua Regional Airport (Rotorua, NZ)",-38.1092,176.317001,1.0
TRG,"Tauranga Airport (Tauranga, NZ)",-37.67190170288086,176.1959991455078,1.0
TIU,"Timaru Airport (, NZ)",-44.302799224853516,171.22500610351562,1.0
TWZ,"Pukaki Airport (Twitzel, NZ)",-44.2350006104,170.117996216,1.0
BHE,"Woodbourne Airport (Blenheim, NZ)",-41.5182991027832,173.8699951171875,1.0
WKA,"Wanaka Airport (Wanaka, NZ)",-44.722091,169.246287,1.0
WHK,"Whakatāne Airport (Whakatāne, NZ)",-37.922224,176.91696,1.0
WLG,"Wellington International Airport (Wellington, NZ)",-41.326839,174.806862,1.3
WIR,"Wairoa Airport (Wairoa, NZ)",-39.011862,177.404401,1.0
WRE,"Whangarei Airport (Whangarei, NZ)",-35.769253,174.363713,1.0
WSZ,"Westport Airport (Westport, NZ)",-41.737111,171.579033,1.0
WAG,"Wanganui Airport (Wanganui, NZ)",-39.963467,175.02444,1.0
HEA,"Herat - Khwaja Abdullah Ansari International Airport (Guzara, AF)",34.209999,62.228298,1.3
OAI,"Bagram Airfield (Bagram, AF)",34.946098,69.264999,1.0
JAA,"Jalalabad Airport (Jalalabad, AF)",34.399799,70.498596,1.0
KBL,"Kabul International Airport (Kabul, AF)",34.565899,69.212303,1.3
KDH,"Ahmad Shah Baba International Airport (Kandahar, AF)",31.505769,65.847963,1.3
KHT,"Khost International Airport (Khost, AF)",33.284605,69.80734,1.0
MMZ,"Maymana Zahiraddin Faryabi Airport (Maymana, AF)",35.930801,64.760902,1.0
MZR,"Mazar-i-Sharif International Airport (Mazar-i-Sharif, AF)",36.70412,67.210459,1.3
UND,"Kunduz Airport (Kunduz, AF)",36.6651,68.910797,1.0
BAH,"Bahrain International Airport (Manama, BH)",26.267295,50.63764,1.3
OCS,"Corisco International Airport (Corisco Island, GQ)",0.910937,9.33027,1.3
AHB,"Abha International Airport (Abha, SA)",18.2404,42.656601,1.3
HOF,"Al-Ahsa International Airport (Hofuf, SA)",25.285299,49.485199,1.3
ULH,"Al-Ula International Airport (Al-Ula, SA)",26.483634,38.117048,1.3
ABT,"King Saud Bin Abdulaziz (Al Baha) Airport (Al-Baha, SA)",20.298506,41.636153,1.0
BHH,"Bisha Airport (Bisha, SA)",19.9844,42.620899,1.0
DMM,"King Fahd International Airport (Ad Dammam, SA)",26.4691,49.798209,1.3
DWD,"Dawadmi Domestic Airport (Dawadmi, SA)",24.4499,44.121201,1.0
DHA,"King Abdulaziz Air Base (Dhahran, SA)",26.2654,50.152,1.3
GIZ,"Jizan Regional Airport / King Abdullah bin Abdulaziz Airport (Jizan, SA)",16.9011,42.5858,1.0
ELQ,"Prince Naif bin Abdulaziz International Airport (Qassim, SA)",26.302799,43.774399,1.3
URY,"Gurayat Domestic Airport (Gurayat, SA)",31.412413,37.278898,1.0
HAS,"Hail International Airport (Hail, SA)",27.437901,41.686298,1.3
JED,"King Abdulaziz International Airport (Jeddah, SA)",21.680241,39.157436,1.3
KMC,"King Khaled Military City Airport (King Khaled Military City, SA)",27.9009,45.528198,1.0
KMX,"King Khalid Air Base (Khamis Mushait, SA)",18.2973,42.803501,1.0
MED,"Prince Mohammad Bin Abdulaziz Airport (Medina, SA)",24.5534,39.705101,1.3
EAM,"Najran Domestic Airport (Najran, SA)",17.611401,44.419201,1.0
NUM,"Neom Bay Airport (Sharma, SA)",27.924261,35.29358,1.3
AQI,"Qaisumah–Hafar Al-Batin International Airport (Qaisumah, SA)",28.335726,46.127108,1.3
AKH,"Prince Sultan Air Base (Al Kharj, SA)",24.0627,47.580502,1.0
RAH,"Rafha Domestic Airport (Rafha, SA)",29.626399993896484,43.4906005859375,1.0
RUH,"King Khalid International Airport (Riyadh, SA)",24.9576,46.698799,1.3
RAE,"Arar Domestic Airport (Arar, SA)",30.906600952148438,41.13819885253906,1.0
SHW,"Sharurah Domestic Airport (Sharurah, SA)",17.4669,47.121399,1.0
AJF,"Al-Jawf International Airport (Al-Jawf, SA)",29.783301,40.100905,1.3
TUU,"Prince Sultan bin Abdulaziz International Airport (Tabuk, SA)",28.3711,36.624865,1.3
TIF,"Taif International Airport (Taif, SA)",21.484739,40.544074,1.3
TUI,"Turaif Domestic Airport (Turaif, SA)",31.692188,38.731544,1.0
WAE,"Wadi Al Dawasir Domestic Airport (Wadi Al Dawasir, SA)",20.504299,45.1996,1.0
EJH,"Al Wajh Domestic Airport (Al Wajh, SA)",26.198601,36.476398,1.0
YNB,"Prince Abdulmohsen Bin Abdulaziz International Airport (Yanbu, SA)",24.144199,38.0634,1.3
ABD,"Abadan Ayatollah Jami International Airport (Abadan, IR)",30.367887,48.230075,1.3
DEF,"Dezful Airport (Dezful, IR)",32.434399,48.397598,1.0
AKW,"Aghajari Airport (Omidiyeh, IR)",30.7444,49.6772,1.0
GCH,"Gachsaran Airport (Gachsaran, IR)",30.333869,50.833796,1.0
QMJ,"Shahid Asiyaee Airport (Masjed Soleyman, IR)",32.001719,49.268599,1.0
MRX,"Mahshahr Airport (Mahshahr, IR)",30.5562,49.151901,1.0
AWZ,"Qasem Soleimani International Airport (Ahvaz, IR)",31.3364,48.763789,1.3
AEU,"Abu Musa Island Airport (Abu Musa, IR)",25.8757,55.033001,1.0
BUZ,"Bushehr Airport (Bushehr, IR)",28.9447994232,50.8345985413,1.0
KNR,"Jam Airport (Jam, IR)",27.820499,52.3522,1.0
KIH,"Kish International Airport (Kish Island, IR)",26.525427,53.980462,1.3
BDH,"Bandar Lengeh International Airport (Bandar Lengeh, IR)",26.532283,54.82484,1.0
PGU,"Persian Gulf International Airport (Khiyaroo, IR)",27.379601,52.737701,1.0
KHK,"Khark Airport (Khark, IR)",29.260503,50.322193,1.0
SXI,"Siri Airport (Siri, IR)",25.908899,54.539398,1.0
LVP,"Lavan Airport (Lavan Airport, IR)",26.810742,53.354302,1.0
KSH,"Shahid Ashrafi Esfahani Airport (Kermanshah, IR)",34.3459014893,47.1581001282,1.0
IIL,"Ilam Airport (Ilam, IR)",33.58660125732422,46.40480041503906,1.0
KHD,"Khoram Abad Airport (, IR)",33.43539810180664,48.282901763916016,1.0
SDG,"Sanandaj Airport (, IR)",35.24589920043945,47.00920104980469,1.0
KKS,"Kashan Airport (Kashan, IR)",33.895302,51.577,1.0
IFN,"Isfahan Shahid Beheshti International Airport (Isfahan, IR)",32.755142,51.883877,1.3
CQD,"Shahrekord Airport (Shahrekord, IR)",32.2971992493,50.842201232899995,1.0
RAS,"Sardar-e-Jangal Airport (Rasht, IR)",37.323333,49.617778,1.0
HDM,"Hamadan Airport (Hamadan, IR)",34.866416,48.56069,1.0
NUJ,"Nojeh Air Base (Amirabad, IR)",35.211601,48.6534,1.0
IKA,"Imam Khomeini International Airport (Tehran, IR)",35.416099548339844,51.152198791503906,1.3
THR,"Mehrabad International Airport (Tehran, IR)",35.689175,51.314392,1.3
GZW,"Qazvin Airport (Qazvin, IR)",36.240101,50.0471,1.0
PYK,"Payam International Airport (Karaj, IR)",35.7761,50.826698,1.3
BND,"Bandar Abbas International Airport (Bandar Abbas, IR)",27.2183,56.3778,1.3
JYR,"Jiroft Airport (Jiroft, IR)",28.723519,57.675037,1.0
KER,"Ayatollah Hashemi Rafsanjani International Airport (Kerman, IR)",30.271276,56.949692,1.3
BXR,"Bam Airport (Bam, IR)",29.0842,58.450001,1.0
GSM,"Qeshm International Airport (Qeshm(Dayrestan), IR)",26.754639,55.902353,1.3
RJN,"Rafsanjan Airport (Rafsanjan, IR)",30.298345,56.048979,1.0
SYJ,"Sirjan Airport (Sirjan, IR)",29.5509,55.672699,1.0
XBJ,"Birjand International Airport (Birjand, IR)",32.896525,59.281258,1.3
CKT,"Sarakhs Airport (Sarakhs, IR)",36.501202,61.064899,1.0
MHD,"Mashhad International Airport (Mashhad, IR)",36.234821,59.642949,1.3
BJB,"Bojnord Airport (Bojnord, IR)",37.49300003051758,57.30820083618164,1.0
AFZ,"Sabzevar National Airport (Sabzevar, IR)",36.16809844970703,57.59519958496094,1.0
TCX,"Tabas Airport (Tabas, IR)",33.667801,56.8927,1.0
GBT,"Gorgan Airport (Gorgan, IR)",36.909400939899996,54.4012985229,1.0
NSH,"Nowshahr Airport (Nowshahr, IR)",36.664286,51.46273,1.0
RZR,"Ramsar Airport (Ramsar, IR)",36.90701,50.687316,1.0
SRY,"Sari Dasht-e Naz International Airport (Sari, IR)",36.644408,53.188761,1.0
FAZ,"Fasa Airport (Fasa, IR)",28.8918,53.723301,1.0
LRR,"Lar Airport (Lar, IR)",27.6747,54.383301,1.0
LFM,"Lamerd Airport (Lamerd, IR)",27.3727,53.188801,1.0
SYZ,"Shiraz Shahid Dastghaib International Airport (Shiraz, IR)",29.5392,52.589802,1.3
YES,"Yasuj Airport (Yasuj, IR)",30.702238,51.542988,1.0
ADU,"Ardabil Airport (Ardabil, IR)",38.3256988525,48.4244003296,1.0
OMH,"Urmia Airport (Urmia, IR)",37.6680984497,45.0686988831,1.0
TBZ,"Tabriz International Airport (Tabriz, IR)",38.1339,46.235001,1.3
IMQ,"Maku National Airport (Showt, IR)",39.191293,44.928505,1.0
JWN,"Zanjan Airport (Zanjan, IR)",36.7737007141,48.3594017029,1.0
AZD,"Shahid Sadooghi Airport (Yazd, IR)",31.9048995972,54.2765007019,1.0
ACZ,"Zabol Airport (Zabol, IR)",31.098301,61.5439,1.0
ZBR,"Chabahar Konarak International Airport (Konarak, IR)",25.44319,60.382167,1.0
ZAH,"Zahedan International Airport (Zahedan, IR)",29.4757,60.9062,1.3
IHR,"Iranshahr Airport (Iranshahr, IR)",27.236099,60.720001,1.0
AMM,"Queen Alia International Airport (Amman, JO)",31.7226009369,35.9931983948,1.3
ADJ,"Marka International (Amman Civil) Airport (Amman, JO)",31.9727,35.9916,1.3
AQJ,"King Hussein International Airport (Aqaba, JO)",29.611601,35.018101,1.3
XIJ,"Ahmed Al Jaber Air Base (Ahmed Al Jaber AB, KW)",28.9347991943,47.791900634799994,1.0
KWI,"Kuwait International Airport (Kuwait City, KW)",29.224487,47.969813,1.3
